num_iter,max_error,l2_energy,rmse,rrmse,rmsre,step_size,time,solve_time,constraint_time,direction_time,line_search_time,direction_norm,direction_residual,
0,6.00335018269831089,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,
1,5.09376926422989662,1142.23126601037483852,0.55124293974797844,0.00016804227244733,0.06292036414317664,0.50000000000000000,0.96466999999999992,0.18861100000000000,0.24969099999999997,0.24173499999999998,0.36790999999999996,95.59210285417408670,0.00000000028743210,
2,2.38189363184343073,2827.77976718239187903,0.87900176920758466,0.00026795709138768,0.10111683837761012,0.50000000000000000,1.89922999999999997,0.20033500000000001,0.29513899999999993,0.25570899999999996,0.37729800000000013,64.05753819407703986,0.00000000025380188,
3,1.41441042855194521,4142.15356682307174196,1.07941806236129700,0.00032905249399259,0.12497877236974432,0.50000000000000000,2.96611699999999967,0.24659700000000001,0.34022400000000008,0.32061500000000009,0.39997799999999994,41.02381943298289713,0.00000000021217046,
4,2.21566878702011927,5095.45021339288268791,1.21617034205067820,0.00037074039996716,0.14191566932343691,0.50000000000000000,4.03693399999999958,0.22564100000000001,0.34336300000000008,0.29594499999999968,0.42543199999999981,28.03806747053504012,0.00000000019043053,
5,1.63431860663479611,5725.38670968728001753,1.30342911136216033,0.00039734058081077,0.15292148602954680,0.50000000000000000,5.13727000000000000,0.24976599999999999,0.35538000000000025,0.31878399999999996,0.42003499999999949,19.17466572623452592,0.00000000014179980,
6,0.95933762006323331,6129.99736459338237182,1.35802613627656288,0.00041398407404022,0.15986038558949700,0.50000000000000000,6.31800099999999976,0.24744500000000000,0.39489399999999986,0.32311900000000016,0.45645799999999959,12.60915922389957977,0.00000000010204216,
7,0.87993131518356815,6681.02674451996244898,1.42899446920190631,0.00043561823763064,0.16862779655019899,1.00000000000000000,7.36463700000000010,0.27486300000000002,0.38251300000000032,0.35950799999999994,0.29833700000000007,8.47704183292099955,0.00000000007169068,
8,0.13521079591036056,6753.88944870589693892,1.44044137988282173,0.00043910774242902,0.17012762527521857,1.00000000000000000,8.37725900000000046,0.27407799999999999,0.37758499999999984,0.35121800000000114,0.27739099999999972,2.02017613374206650,0.00000000001273695,
9,0.00264941746126013,6763.85134386729805556,1.44221123875452961,0.00043964727062116,0.17036017432795492,1.00000000000000000,9.34527999999999892,0.23697299999999999,0.40532500000000127,0.30890799999999885,0.24748199999999976,0.31259882668280153,0.00000000000167714,
10,0.00000419513710170,6763.78925762719609338,1.44220618936564793,0.00043964573135286,0.17035949221048288,1.00000000000000000,10.30548899999999968,0.24615200000000001,0.38310400000000122,0.32213099999999883,0.24884200000000156,0.00449768234383378,0.00000000000000864,
11,0.00000000000420819,6763.78919479866817710,1.44220618110743204,0.00043964572883541,0.17035949116517118,1.00000000000000000,11.33366700000000016,0.22233600000000001,0.40096899999999991,0.30060899999999968,0.31533199999999972,0.00000347418573000,0.00000000000000001,
12,0.00000000000210409,6763.78919479856813268,1.44220618110742049,0.00043964572883540,0.17035949116516985,0.50000000000000000,12.68216199999999994,0.25773800000000002,0.54965900000000012,0.34193300000000093,0.45058299999999996,0.00000000000588676,0.00000000000000000,
13,0.00000000000105072,6763.78919479853811936,1.44220618110741872,0.00043964572883540,0.17035949116516919,0.50000000000000000,14.15567199999999914,0.32073800000000002,0.50716099999999997,0.41162399999999977,0.54859499999999883,0.00000000000462901,0.00000000000000000,
14,0.00000000000052580,6763.78919479847172624,1.44220618110740895,0.00043964572883540,0.17035949116516791,0.50000000000000000,15.44333899999999993,0.30292400000000003,0.47609100000000026,0.37996799999999986,0.42531699999999972,0.00000000000527460,0.00000000000000000,
