num_iter,max_error,l2_energy,rmse,rrmse,rmsre,step_size,time,solve_time,constraint_time,direction_time,line_search_time,direction_norm,direction_residual,
0,1.79071263030746319,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,
1,2.20734939278434794,304.55281991570524269,0.00298203229228478,0.00118574471392593,0.12078119122748476,1.00000000000000000,0.04356800000000000,0.01060900000000000,0.01278300000000000,0.01345500000000000,0.01148700000000000,24.68006563669169395,0.00000000001658680,
2,1.70662163885055662,457.86988214735089286,0.00375850391544683,0.00149449292066398,0.15073344557273932,1.00000000000000000,0.08952900000000000,0.01113100000000000,0.01914400000000000,0.01441800000000000,0.01178400000000000,12.16365049845783020,0.00000000001587448,
3,0.92564181525456846,503.65555272854169289,0.00395717587391598,0.00157349079911405,0.15840368288705947,0.50000000000000000,0.14519599999999999,0.01178600000000000,0.01931099999999999,0.01538700000000000,0.02034500000000000,7.08209389101114617,0.00000000000631149,
4,0.41477686932675883,545.98632380159085642,0.00414498720990185,0.00164817017111038,0.16544622328717387,0.50000000000000000,0.19600499999999998,0.01085200000000000,0.01679800000000001,0.01393100000000000,0.01944599999999999,5.20296210364201972,0.00000000000516926,
5,0.06775966743777140,603.55412296048825738,0.00439137905515452,0.00174614289555696,0.17478860966182033,1.00000000000000000,0.24295100000000000,0.01155800000000000,0.01894000000000001,0.01509600000000000,0.01230999999999999,3.04250714301004832,0.00000000000335576,
6,0.00110784170426648,605.78997104200095691,0.00440137846431723,0.00175011895798517,0.17516733539213930,1.00000000000000000,0.28961500000000001,0.01139700000000000,0.01935799999999999,0.01501200000000003,0.01165600000000000,0.16383375595274405,0.00000000000014411,
7,0.00000019451161126,605.78814635971389180,0.00440137291607601,0.00175011675183948,0.17516714480529080,1.00000000000000000,0.33375899999999997,0.01071800000000000,0.01876600000000000,0.01400000000000001,0.01076699999999997,0.00079954680782384,0.00000000000000026,
8,0.00000009725581585,605.78814626185021552,0.00440137291555706,0.00175011675163313,0.17516714478980058,0.50000000000000000,0.38534799999999997,0.01115600000000000,0.01707400000000003,0.01444099999999998,0.01946500000000001,0.00000004398748576,0.00000000000000000,
9,0.00000000000001954,605.78814616400700288,0.00440137291503820,0.00175011675142681,0.17516714477431319,1.00000000000000000,0.43186700000000000,0.01183100000000000,0.01817600000000003,0.01529300000000000,0.01244300000000004,0.00000002199361055,0.00000000000000000,
