num_iter,max_error,l2_energy,rmse,rrmse,rmsre,step_size,time,solve_time,constraint_time,direction_time,line_search_time,direction_norm,direction_residual,
0,3.61796593656986509,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,
1,4.56573423192502048,641.67568453488593150,0.23593225953013941,0.00012589857144331,0.04649072657713176,0.50000000000000000,1.04746999999999990,0.22246099999999999,0.29874599999999996,0.28063600000000000,0.35566300000000006,71.64778765795276172,0.00000000005430625,
2,1.69064069156156549,1653.01763197306240727,0.38589359100984322,0.00020592119082834,0.07531421083322178,0.50000000000000000,2.05102500000000010,0.25200800000000001,0.30910499999999996,0.32029599999999991,0.36837600000000004,48.52589874777453360,0.00000000005445518,
3,1.32773525217563293,3317.14263435692055282,0.56152551525154648,0.00029964219534848,0.10913592174163403,1.00000000000000000,2.88165300000000002,0.24060300000000001,0.31641899999999978,0.30742599999999998,0.20074199999999998,27.59755559845196160,0.00000000003290254,
4,0.68300802511870984,3355.77196333290066832,0.56585864861048074,0.00030195444930158,0.10987228250286868,0.50000000000000000,3.91185099999999997,0.23557800000000001,0.34163699999999997,0.30112499999999986,0.38129800000000014,4.98743148841808193,0.00000000000750365,
5,0.25181182800222857,3424.10354031691986165,0.57289791508891907,0.00030571075458772,0.11113054345502645,1.00000000000000000,4.75985099999999939,0.24642700000000001,0.32376000000000005,0.30713999999999952,0.21072900000000061,3.29601799510060145,0.00000000000513147,
6,0.00865880354981652,3431.98153292677670834,0.57364283312152453,0.00030610825900841,0.11128255494458200,1.00000000000000000,5.67985799999999941,0.27024900000000002,0.35433300000000045,0.34671900000000022,0.21273399999999931,0.42980741401191230,0.00000000000044662,
7,0.00001026534074544,3432.07921850327329594,0.57365257072212550,0.00030611345520332,0.11128449906129792,1.00000000000000000,6.61215499999999956,0.25939499999999999,0.36177599999999988,0.32828699999999955,0.23097000000000012,0.00910874405994662,0.00000000000000530,
8,0.00000000002082068,3432.07920700035992922,0.57365257118449553,0.00030611345545005,0.11128449916081527,1.00000000000000000,7.52951600000000010,0.26888600000000001,0.35076999999999980,0.33918599999999977,0.22083600000000025,0.00000688872249350,0.00000000000000000,
9,0.00000000001040945,3432.07920700040040174,0.57365257118449875,0.00030611345545005,0.11128449916081616,0.50000000000000000,8.71293099999999932,0.29700799999999999,0.38351300000000066,0.36907299999999932,0.42096899999999948,0.00000000001027667,0.00000000000000000,
10,0.00000000000520561,3432.07920700040585871,0.57365257118449997,0.00030611345545005,0.11128449916081637,0.50000000000000000,9.83153300000000030,0.29265300000000000,0.37761399999999945,0.36229600000000062,0.37222599999999950,0.00000000000739510,0.00000000000000000,
11,0.00000000000260059,3432.07920700041358941,0.57365257118450019,0.00030611345545005,0.11128449916081661,0.50000000000000000,11.01777199999999901,0.27107399999999998,0.42239200000000032,0.34430099999999975,0.41240799999999922,0.00000000000429407,0.00000000000000000,
12,0.00000000000130207,3432.07920700040904194,0.57365257118450053,0.00030611345545005,0.11128449916081655,0.50000000000000000,12.21208299999999980,0.27803200000000000,0.40200400000000158,0.35967099999999874,0.42612300000000047,0.00000000000301112,0.00000000000000000,
13,0.00000000000065015,3432.07920700041313466,0.57365257118450097,0.00030611345545005,0.11128449916081656,0.50000000000000000,13.35526400000000002,0.27033099999999999,0.36691099999999999,0.33726099999999981,0.43228900000000081,0.00000000000391147,0.00000000000000000,
