num_iter,max_error,l2_energy,rmse,rrmse,rmsre,step_size,time,solve_time,constraint_time,direction_time,line_search_time,direction_norm,direction_residual,
0,4.56318133175198781,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,1.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,
1,2.23083093617270123,320.04830571582033372,0.00507525696661182,0.00017854339107914,0.04598830357816001,0.50000000000000000,0.49943799999999999,0.12054100000000000,0.11680200000000000,0.14769599999999999,0.18341299999999999,50.60026132073393512,0.00000000004589567,
2,2.61267724939709467,1593.71762412281736943,0.01165007909636190,0.00040984025870779,0.10452294130758430,1.00000000000000000,0.88594899999999999,0.11761500000000000,0.13922600000000002,0.14799699999999993,0.09593099999999999,33.30249425347435022,0.00000000005083308,
3,1.08665043112480841,1691.76062969353324661,0.01201590833747224,0.00042270983234582,0.10775764867419613,1.00000000000000000,1.28315599999999996,0.12008199999999999,0.15070099999999997,0.15010999999999997,0.09320699999999982,6.62130817149682827,0.00000000000560042,
4,0.86753962786416317,1704.08852991307276170,0.01207907858558908,0.00042493211003310,0.10817845638633053,0.50000000000000000,1.76919099999999996,0.12164000000000000,0.14561200000000007,0.14951399999999992,0.18758600000000003,1.72091967850120886,0.00000000000385870,
5,0.47367478196321056,1713.95349318792659687,0.01212388805193513,0.00042650847042756,0.10850317400389130,0.50000000000000000,2.25348399999999982,0.11795899999999999,0.15747599999999995,0.14534500000000006,0.17820500000000017,1.39345621829532140,0.00000000000294466,
6,0.22307824255618680,1729.01297826309200900,0.01219493243908434,0.00042900775388891,0.10900033785721087,1.00000000000000000,2.65233999999999970,0.11298500000000000,0.15566399999999980,0.14040300000000006,0.09948699999999988,1.02629896450711366,0.00000000000258552,
7,0.11311561065452835,1729.75474849892316342,0.01219660861019399,0.00042906672021828,0.10902485438377549,0.50000000000000000,3.13616599999999979,0.11768800000000000,0.15555099999999999,0.14474100000000023,0.18014399999999986,0.17370496191464940,0.00000000000021942,
8,0.05664669271635958,1730.15785862384518623,0.01219757169788936,0.00042910060085609,0.10903823745499684,0.50000000000000000,3.61812399999999990,0.11115800000000001,0.14957700000000029,0.13850999999999969,0.18871500000000019,0.09288367642791467,0.00000000000011953,
9,0.02832457301817470,1730.36317537129775701,0.01219806493280300,0.00042911795245713,0.10904506714225230,0.50000000000000000,4.19796799999999948,0.11105900000000000,0.25683899999999982,0.13910799999999979,0.17913099999999993,0.04744660741482959,0.00000000000005894,
10,0.01416075127525218,1730.46627712354211326,0.01219831229582907,0.00042912665448617,0.10904850011947577,0.50000000000000000,4.65633799999999987,0.11258600000000001,0.15193399999999979,0.13786499999999968,0.16541799999999984,0.02392231110800063,0.00000000000003171,
11,0.00707979702172423,1730.51788146491094267,0.01219843592759968,0.00042913100375079,0.10905021926302523,0.50000000000000000,5.11617099999999958,0.10801900000000000,0.14724599999999999,0.13278700000000043,0.17651799999999973,0.01200528634811211,0.00000000000001606,
12,0.00353973132621199,1730.54369013299105973,0.01219849770390394,0.00042913317699067,0.10905107927465771,0.50000000000000000,5.57358699999999985,0.11192199999999999,0.14278700000000022,0.13803400000000021,0.17345200000000016,0.00601302707202842,0.00000000000000828,
13,0.00176982115284474,1730.55659525151031630,0.01219852857891535,0.00042913426314833,0.10905150936312559,0.50000000000000000,6.03203200000000006,0.11527100000000000,0.14564699999999942,0.14018800000000020,0.16904800000000009,0.00300903163627953,0.00000000000000356,
14,0.00088489911563006,1730.56304790307376607,0.01219854401273933,0.00042913480609764,0.10905172442465087,0.50000000000000000,6.49862299999999937,0.11101900000000001,0.14844100000000005,0.13868800000000014,0.17603900000000028,0.00150513580668246,0.00000000000000192,
15,0.00044244665133419,1730.56627423902182272,0.01219855172868184,0.00042913507753819,0.10905183195931646,0.50000000000000000,6.99138400000000004,0.11963500000000001,0.15773800000000016,0.14830300000000030,0.18327000000000027,0.00075272172009812,0.00000000000000098,
16,0.00022122259390578,1730.56788740794672776,0.01219855558640491,0.00042913521324974,0.10905188572757375,0.50000000000000000,7.48687900000000006,0.12247000000000000,0.15361500000000028,0.14961499999999983,0.18872100000000014,0.00037639916795231,0.00000000000000045,
17,0.00011061111337707,1730.56869399243896623,0.01219855751520341,0.00042913528110329,0.10905191261192730,0.50000000000000000,7.96714599999999962,0.12043300000000000,0.15229099999999995,0.14806200000000036,0.17647399999999980,0.00018820914250066,0.00000000000000026,
18,0.00005530551071509,1730.56909728465052467,0.01219855847958676,0.00042913531502951,0.10905192605415785,0.50000000000000000,8.44128199999999929,0.11266500000000000,0.16134900000000041,0.14037599999999983,0.16901499999999992,0.00009410695793329,0.00000000000000012,
19,0.00002765274385208,1730.56929893077858651,0.01219855896177464,0.00042913533199248,0.10905193277528882,0.50000000000000000,8.90559999999999974,0.11027700000000000,0.15101100000000045,0.13657199999999925,0.17333300000000129,0.00004705407651326,0.00000000000000007,
20,0.00001382636905056,1730.56939975382601915,0.01219855920286744,0.00042913534047393,0.10905193613585722,0.50000000000000000,9.36869999999999870,0.11641100000000000,0.14513099999999923,0.14294500000000099,0.17167000000000066,0.00002352718699358,0.00000000000000003,
21,0.00000691318380230,1730.56945016534336901,0.01219855932341358,0.00042913534471465,0.10905193781614178,0.50000000000000000,9.82645199999999974,0.11360099999999999,0.14628999999999870,0.13946699999999979,0.16862300000000019,0.00001176363063116,0.00000000000000002,
22,0.00000345659172396,1730.56947537111363999,0.01219855938368682,0.00042913534683501,0.10905193865628479,0.50000000000000000,10.32889699999999955,0.12345200000000001,0.15691400000000044,0.15002800000000072,0.19208999999999854,0.00000588182504261,0.00000000000000001,
23,0.00000172829582290,1730.56948797399877549,0.01219855941382333,0.00042913534789519,0.10905193907635581,0.50000000000000000,10.82771099999999898,0.12438500000000000,0.16647600000000118,0.15577799999999975,0.17312300000000036,0.00000294091505046,0.00000000000000000,
24,0.00000086414789902,1730.56949427543486308,0.01219855942889151,0.00042913534842527,0.10905193928639138,0.50000000000000000,11.31319500000000033,0.12722600000000001,0.15107800000000005,0.15364700000000120,0.17736400000000074,0.00000147045786974,0.00000000000000000,
25,0.00000043207394640,1730.56949742613005583,0.01219855943642553,0.00042913534869031,0.10905193939140806,0.50000000000000000,11.79866399999999871,0.12830400000000000,0.15068899999999985,0.15715199999999996,0.17429399999999973,0.00000073522818487,0.00000000000000000,
26,0.00000021603696965,1730.56949900152039845,0.01219855944019270,0.00042913534882284,0.10905193944391774,0.50000000000000000,12.32747499999999974,0.11568299999999999,0.14598499999999959,0.14376100000000136,0.23328899999999919,0.00000036761535717,0.00000000000000000,
27,0.00000010801848482,1730.56949978920010835,0.01219855944207624,0.00042913534888910,0.10905193947017276,0.50000000000000000,12.99852299999999872,0.17052100000000001,0.21785399999999910,0.21067200000000064,0.23922499999999935,0.00000018380732068,0.00000000000000000,
28,0.00000000000001155,1730.56950057682024635,0.01219855944395950,0.00042913534895535,0.10905193949642569,1.00000000000000000,13.40700000000000003,0.11754000000000001,0.16307000000000116,0.14508999999999972,0.09697300000000020,0.00000009190234122,0.00000000000000000,
